click_id,banner_id,campaign_id,quarter_file
163224,102,4,2
163225,347,18,2
163226,442,23,2
163227,220,12,2
163228,490,43,2
163229,145,44,2
163230,239,49,2
163231,191,22,2
163232,496,35,2
163233,137,46,2
163234,159,43,2
163235,292,26,2
163236,109,34,2
163237,101,2,2
163238,490,28,2
163239,219,46,2
163240,157,28,2
163241,433,27,2
163242,279,42,2
163243,324,29,2
163244,484,39,2
163245,498,39,2
163246,260,38,2
163247,457,46,2
163248,306,5,2
163249,470,25,2
163250,389,49,2
163251,148,26,2
163252,309,23,2
163253,486,49,2
163254,124,36,2
163255,293,22,2
163256,289,36,2
163257,442,2,2
163258,154,1,2
163259,293,11,2
163260,499,4,2
163261,127,4,2
163262,414,44,2
163263,405,41,2
163264,295,41,2
163265,270,11,2
163266,283,3,2
163267,311,14,2
163268,138,24,2
163269,356,35,2
163270,467,32,2
163271,373,47,2
163272,328,11,2
163273,389,48,2
163274,156,23,2
163275,343,38,2
163276,419,26,2
163277,265,3,2
163278,428,31,2
163279,473,23,2
163280,412,9,2
163281,384,3,2
163282,297,36,2
163283,172,43,2
163284,479,40,2
163285,473,8,2
163286,496,33,2
163287,422,8,2
163288,215,19,2
163289,160,23,2
163290,474,39,2
163291,434,33,2
163292,129,11,2
163293,122,48,2
163294,322,29,2
163295,378,5,2
163296,378,28,2
163297,198,11,2
163298,167,36,2
163299,415,11,2
163300,467,17,2
163301,197,7,2
163302,415,38,2
163303,492,14,2
163304,432,10,2
163305,112,40,2
163306,328,32,2
163307,318,21,2
163308,276,46,2
163309,430,4,2
163310,374,33,2
163311,351,35,2
163312,365,35,2
163313,113,26,2
163314,172,17,2
163315,244,3,2
163316,393,29,2
163317,173,27,2
163318,453,27,2
163319,268,17,2
163320,383,27,2
163321,420,29,2
163322,168,16,2
163323,189,44,2
163324,265,27,2
163325,227,7,2
163326,189,42,2
163327,390,42,2
163328,388,18,2
163329,247,34,2
163330,105,34,2
163331,110,7,2
163332,355,2,2
163333,163,28,2
163334,326,14,2
163335,287,30,2
163336,101,49,2
163337,421,18,2
163338,167,15,2
163339,315,4,2
163340,168,3,2
163341,140,33,2
163342,371,8,2
163343,218,10,2
163344,256,18,2
163345,184,29,2
163346,418,7,2
163347,432,13,2
163348,292,38,2
163349,159,40,2
163350,188,42,2
163351,317,15,2
163352,137,38,2
163353,429,4,2
163354,128,1,2
163355,220,22,2
163356,109,33,2
163357,133,42,2
163358,308,40,2
163359,102,29,2
163360,456,26,2
163361,422,28,2
163362,410,26,2
163363,216,4,2
163364,243,41,2
163365,223,31,2
163366,467,8,2
163367,148,32,2
163368,332,48,2
163369,188,40,2
163370,185,21,2
163371,157,23,2
163372,332,41,2
163373,356,34,2
163374,162,6,2
163375,403,39,2
163376,458,10,2
163377,154,17,2
163378,120,38,2
163379,500,47,2
163380,364,36,2
163381,160,38,2
163382,299,47,2
163383,247,40,2
163384,302,13,2
163385,329,48,2
163386,198,9,2
163387,195,44,2
163388,111,36,2
163389,340,50,2
163390,321,10,2
163391,487,5,2
163392,297,25,2
163393,418,7,2
163394,183,45,2
163395,201,17,2
163396,146,36,2
163397,315,27,2
163398,224,14,2
163399,226,11,2
163400,300,38,2
163401,362,36,2
163402,137,21,2
163403,138,16,2
163404,280,48,2
163405,213,31,2
163406,452,11,2
163407,402,43,2
163408,228,28,2
163409,398,19,2
163410,104,21,2
163411,276,22,2
163412,339,14,2
163413,400,40,2
163414,200,36,2
163415,432,49,2
163416,457,46,2
163417,270,37,2
163418,456,18,2
163419,425,49,2
163420,185,26,2
163421,428,33,2
163422,148,8,2
163423,255,16,2
163424,277,4,2
163425,111,3,2
163426,424,26,2
163427,201,44,2
163428,111,10,2
163429,440,8,2
163430,322,24,2
163431,201,3,2
163432,416,6,2
163433,182,12,2
163434,191,46,2
163435,120,29,2
163436,150,28,2
163437,158,18,2
163438,479,26,2
163439,236,10,2
163440,436,28,2
163441,335,30,2
163442,499,40,2
163443,133,7,2
163444,308,48,2
163445,258,28,2
163446,447,22,2
163447,446,36,2
163448,280,5,2
163449,122,21,2
163450,392,43,2
163451,398,36,2
163452,265,29,2
163453,297,18,2
163454,397,27,2
163455,445,45,2
163456,186,24,2
163457,336,25,2
163458,431,28,2
163459,205,16,2
163460,425,21,2
163461,276,20,2
163462,346,1,2
163463,304,12,2
163464,351,12,2
163465,250,27,2
163466,388,39,2
163467,355,22,2
163468,235,8,2
163469,134,49,2
163470,295,32,2
163471,103,35,2
163472,379,49,2
163473,344,2,2
163474,281,31,2
163475,450,35,2
163476,244,43,2
163477,334,34,2
163478,126,9,2
163479,456,43,2
163480,453,46,2
163481,442,23,2
163482,415,22,2
163483,122,41,2
163484,194,5,2
163485,449,42,2
163486,434,35,2
163487,306,10,2
163488,415,30,2
163489,455,46,2
163490,148,9,2
163491,271,32,2
163492,440,34,2
163493,172,50,2
163494,472,48,2
163495,265,20,2
163496,322,32,2
163497,235,9,2
163498,271,25,2
163499,335,8,2
163500,210,4,2
163501,177,25,2
163502,401,24,2
163503,324,25,2
163504,264,37,2
163505,378,45,2
163506,134,25,2
163507,125,21,2
163508,205,37,2
163509,167,19,2
163510,458,20,2
163511,257,14,2
163512,478,42,2
163513,189,37,2
163514,136,11,2
163515,173,35,2
163516,223,43,2
163517,182,47,2
163518,454,29,2
163519,472,20,2
163520,440,32,2
163521,281,25,2
163522,437,7,2
163523,120,8,2
163524,142,39,2
163525,338,44,2
163526,423,38,2
163527,425,10,2
163528,368,45,2
163529,484,2,2
163530,159,7,2
163531,254,21,2
163532,484,12,2
163533,252,17,2
163534,280,18,2
163535,108,40,2
163536,190,13,2
163537,272,8,2
163538,288,21,2
163539,142,16,2
163540,320,21,2
163541,125,28,2
163542,183,2,2
163543,447,25,2
163544,321,16,2
163545,425,47,2
163546,338,39,2
163547,153,7,2
163548,430,23,2
163549,316,16,2
163550,119,3,2
163551,282,42,2
163552,102,41,2
163553,102,30,2
163554,250,49,2
163555,240,43,2
163556,124,12,2
163557,346,24,2
163558,351,20,2
163559,427,16,2
163560,368,2,2
163561,394,31,2
163562,396,42,2
163563,182,49,2
163564,140,45,2
163565,157,4,2
163566,417,21,2
163567,219,36,2
163568,482,49,2
163569,200,9,2
163570,111,22,2
163571,436,41,2
163572,122,25,2
163573,145,2,2
163574,188,37,2
163575,492,1,2
163576,292,49,2
163577,486,30,2
163578,253,23,2
163579,214,48,2
163580,140,32,2
163581,129,49,2
163582,284,18,2
163583,271,6,2
163584,240,24,2
163585,482,21,2
163586,491,21,2
163587,281,38,2
163588,250,1,2
163589,181,17,2
163590,279,27,2
163591,295,37,2
163592,138,30,2
163593,114,2,2
163594,399,33,2
163595,366,15,2
163596,259,3,2
163597,256,3,2
163598,210,12,2
163599,141,7,2
163600,135,5,2
163601,330,31,2
163602,176,1,2
163603,321,45,2
163604,135,1,2
163605,314,37,2
163606,303,49,2
163607,116,2,2
163608,470,19,2
163609,260,16,2
163610,161,19,2
163611,121,20,2
163612,252,18,2
163613,412,32,2
163614,287,23,2
163615,466,24,2
163616,219,37,2
163617,237,4,2
163618,229,31,2
163619,304,45,2
163620,335,12,2
163621,264,41,2
163622,380,42,2
163623,257,3,2
163624,407,17,2
163625,369,41,2
163626,105,3,2
163627,342,7,2
163628,374,38,2
163629,262,45,2
163630,187,3,2
163631,212,17,2
163632,290,6,2
163633,303,20,2
163634,433,12,2
163635,295,20,2
163636,159,6,2
163637,126,36,2
163638,180,24,2
163639,400,47,2
163640,173,7,2
163641,408,48,2
163642,204,6,2
163643,388,13,2
163644,411,10,2
163645,236,44,2
163646,367,46,2
163647,375,2,2
163648,182,36,2
163649,351,14,2
163650,348,16,2
163651,303,3,2
163652,467,37,2
163653,212,46,2
163654,392,44,2
163655,296,28,2
163656,380,21,2
163657,212,18,2
163658,424,32,2
163659,103,10,2
163660,251,6,2
163661,470,46,2
163662,334,36,2
163663,100,6,2
163664,126,36,2
163665,286,9,2
163666,416,46,2
163667,125,2,2
163668,448,13,2
163669,489,39,2
163670,390,42,2
163671,224,17,2
163672,398,10,2
163673,474,5,2
163674,352,35,2
163675,488,35,2
163676,222,23,2
163677,138,9,2
163678,342,19,2
163679,480,47,2
163680,164,4,2
163681,297,33,2
163682,340,29,2
163683,109,19,2
163684,138,4,2
163685,235,14,2
163686,243,46,2
163687,243,19,2
163688,151,40,2
163689,169,48,2
163690,326,23,2
163691,421,23,2
163692,146,21,2
163693,346,49,2
163694,257,19,2
163695,250,19,2
163696,117,38,2
163697,174,1,2
163698,475,24,2
163699,370,41,2
163700,366,33,2
163701,285,41,2
163702,453,16,2
163703,271,35,2
163704,437,9,2
163705,260,30,2
163706,487,12,2
163707,386,4,2
163708,454,7,2
163709,171,9,2
163710,368,7,2
163711,478,10,2
163712,178,50,2
163713,349,38,2
163714,268,45,2
163715,156,15,2
163716,456,28,2
163717,365,18,2
163718,416,11,2
163719,327,9,2
163720,272,20,2
163721,213,16,2
163722,156,42,2
163723,149,28,2
163724,130,49,2
163725,485,35,2
163726,127,10,2
163727,446,3,2
163728,489,2,2
163729,270,34,2
163730,401,30,2
163731,500,33,2
163732,275,12,2
163733,462,29,2
163734,254,39,2
163735,324,43,2
163736,141,34,2
163737,177,23,2
163738,266,33,2
163739,428,27,2
163740,433,12,2
163741,378,19,2
163742,263,12,2
163743,239,7,2
163744,231,10,2
163745,414,47,2
163746,245,38,2
163747,186,32,2
163748,495,40,2
163749,157,37,2
163750,441,38,2
163751,473,28,2
163752,231,24,2
163753,446,19,2
163754,111,3,2
163755,303,30,2
163756,330,10,2
163757,152,47,2
163758,198,48,2
163759,444,5,2
163760,404,50,2
163761,373,1,2
163762,126,32,2
163763,422,26,2
163764,134,24,2
163765,268,11,2
163766,286,14,2
163767,234,36,2
163768,323,50,2
163769,485,27,2
163770,156,35,2
163771,237,17,2
163772,495,33,2
163773,205,17,2
163774,188,39,2
163775,274,13,2
163776,289,16,2
163777,387,32,2
163778,296,47,2
163779,215,23,2
163780,153,17,2
163781,389,43,2
163782,110,9,2
163783,397,47,2
163784,453,30,2
163785,414,46,2
163786,479,32,2
163787,103,16,2
163788,388,10,2
163789,369,3,2
163790,282,5,2
163791,282,22,2
163792,297,41,2
163793,373,47,2
163794,486,13,2
163795,257,14,2
163796,143,43,2
163797,257,1,2
163798,466,40,2
163799,346,47,2
163800,422,31,2
163801,169,21,2
163802,352,20,2
163803,213,17,2
163804,175,9,2
163805,405,6,2
163806,148,25,2
163807,176,22,2
163808,186,28,2
163809,250,22,2
163810,318,11,2
163811,388,27,2
163812,424,19,2
163813,413,20,2
163814,195,50,2
163815,397,15,2
163816,345,36,2
163817,239,15,2
163818,119,13,2
163819,402,49,2
163820,474,4,2
163821,316,3,2
163822,133,37,2
163823,385,32,2
163824,428,19,2
163825,235,33,2
163826,275,28,2
163827,447,49,2
163828,235,43,2
163829,119,9,2
163830,321,33,2
163831,419,2,2
163832,133,29,2
163833,302,10,2
163834,119,40,2
163835,235,2,2
163836,127,22,2
163837,331,24,2
163838,165,45,2
163839,362,39,2
163840,370,13,2
163841,413,47,2
163842,307,49,2
163843,492,40,2
163844,399,30,2
163845,369,32,2
163846,420,15,2
163847,195,46,2
163848,312,3,2
163849,169,29,2
163850,408,36,2
163851,362,50,2
163852,116,21,2
163853,225,17,2
163854,276,47,2
163855,236,37,2
163856,460,23,2
163857,156,21,2
163858,321,1,2
163859,329,4,2
163860,423,27,2
163861,190,23,2
163862,354,46,2
163863,166,42,2
163864,345,4,2
163865,138,41,2
163866,224,11,2
163867,321,23,2
163868,191,8,2
163869,120,4,2
163870,209,5,2
163871,230,13,2
163872,304,36,2
163873,418,44,2
163874,146,41,2
163875,209,7,2
163876,409,17,2
163877,356,13,2
163878,327,31,2
163879,186,7,2
163880,117,28,2
163881,494,16,2
163882,461,22,2
163883,259,18,2
163884,150,3,2
163885,303,41,2
163886,440,1,2
163887,275,15,2
163888,339,6,2
163889,362,5,2
163890,311,18,2
163891,151,29,2
163892,204,36,2
163893,234,11,2
163894,337,32,2
163895,498,23,2
163896,477,43,2
163897,353,14,2
163898,374,42,2
163899,237,37,2
163900,429,1,2
163901,170,36,2
163902,445,13,2
163903,448,39,2
163904,258,47,2
163905,419,46,2
163906,476,40,2
163907,237,37,2
163908,342,24,2
163909,124,1,2
163910,254,7,2
163911,465,31,2
163912,469,3,2
163913,194,23,2
163914,393,8,2
163915,405,29,2
163916,379,42,2
163917,190,40,2
163918,362,18,2
163919,139,21,2
163920,251,30,2
163921,137,7,2
163922,300,17,2
163923,191,8,2
163924,275,41,2
163925,174,9,2
163926,375,31,2
163927,467,24,2
163928,467,10,2
163929,493,46,2
163930,105,27,2
163931,104,49,2
163932,277,11,2
163933,105,30,2
163934,209,50,2
163935,322,26,2
163936,395,13,2
163937,217,3,2
163938,171,3,2
163939,246,24,2
163940,158,12,2
163941,306,37,2
163942,143,45,2
163943,403,45,2
163944,498,1,2
163945,273,10,2
163946,271,16,2
163947,271,24,2
163948,308,34,2
163949,292,8,2
163950,494,30,2
163951,404,38,2
163952,205,12,2
163953,388,31,2
163954,247,3,2
163955,196,37,2
163956,468,20,2
163957,498,18,2
163958,201,9,2
163959,467,29,2
163960,204,20,2
163961,369,29,2
163962,342,12,2
163963,418,43,2
163964,373,48,2
163965,435,50,2
163966,500,18,2
163967,493,50,2
163968,387,13,2
163969,250,20,2
163970,119,33,2
163971,327,47,2
163972,374,13,2
163973,466,50,2
163974,122,41,2
163975,477,7,2
163976,356,24,2
163977,438,48,2
163978,405,20,2
163979,396,18,2
163980,386,44,2
163981,154,44,2
163982,325,19,2
163983,123,10,2
163984,310,35,2
163985,135,41,2
163986,189,6,2
163987,444,6,2
163988,490,2,2
163989,225,23,2
163990,417,49,2
163991,145,31,2
163992,277,24,2
163993,337,6,2
163994,429,44,2
163995,184,11,2
163996,197,14,2
163997,383,20,2
163998,263,29,2
163999,426,20,2
164000,497,43,2
164001,431,17,2
164002,478,3,2
164003,299,48,2
164004,223,33,2
164005,261,38,2
164006,125,10,2
164007,141,16,2
164008,248,49,2
164009,119,43,2
164010,164,43,2
164011,164,32,2
164012,306,20,2
164013,493,32,2
164014,497,15,2
164015,173,9,2
164016,188,32,2
164017,397,43,2
164018,319,6,2
164019,378,18,2
164020,307,48,2
164021,205,1,2
164022,393,50,2
164023,442,6,2
164024,375,10,2
164025,436,18,2
164026,282,13,2
164027,214,2,2
164028,163,30,2
164029,212,1,2
164030,215,20,2
164031,201,38,2
164032,288,17,2
164033,285,35,2
164034,481,34,2
164035,108,48,2
164036,250,34,2
164037,424,9,2
164038,222,38,2
164039,473,13,2
164040,342,29,2
164041,243,37,2
164042,267,34,2
164043,152,29,2
164044,190,34,2
164045,355,12,2
164046,152,32,2
164047,224,23,2
164048,145,35,2
164049,335,3,2
164050,153,24,2
164051,319,29,2
164052,352,16,2
164053,419,34,2
164054,264,33,2
164055,312,2,2
164056,271,1,2
164057,461,8,2
164058,117,9,2
164059,125,35,2
164060,321,20,2
164061,398,39,2
164062,326,32,2
164063,416,37,2
164064,311,12,2
164065,201,2,2
164066,376,34,2
164067,263,23,2
164068,447,19,2
164069,228,13,2
164070,396,8,2
164071,292,31,2
164072,419,20,2
164073,347,19,2
164074,406,37,2
164075,431,1,2
164076,322,35,2
164077,318,21,2
164078,439,22,2
164079,166,30,2
164080,134,29,2
164081,410,1,2
164082,109,28,2
164083,412,17,2
164084,234,2,2
164085,269,15,2
164086,333,34,2
164087,134,43,2
164088,346,39,2
164089,431,15,2
164090,191,34,2
164091,151,14,2
164092,389,30,2
164093,262,14,2
164094,468,2,2
164095,180,24,2
164096,322,43,2
164097,263,21,2
164098,178,30,2
164099,221,6,2
164100,436,1,2
164101,428,4,2
164102,112,11,2
164103,406,14,2
164104,260,24,2
164105,378,15,2
164106,467,46,2
164107,462,23,2
164108,187,37,2
164109,163,3,2
164110,467,49,2
164111,127,15,2
164112,123,15,2
164113,262,5,2
164114,204,46,2
164115,460,1,2
164116,285,23,2
164117,468,22,2
164118,256,2,2
164119,272,25,2
164120,175,5,2
164121,230,28,2
164122,393,35,2
164123,174,21,2
164124,395,13,2
164125,199,25,2
164126,494,45,2
164127,127,21,2
164128,360,32,2
164129,105,46,2
164130,433,46,2
164131,488,44,2
164132,287,35,2
164133,280,49,2
164134,372,12,2
164135,157,35,2
164136,377,42,2
164137,331,29,2
164138,343,50,2
164139,219,4,2
164140,153,24,2
164141,307,2,2
164142,346,21,2
164143,318,17,2
164144,137,50,2
164145,161,9,2
164146,304,38,2
164147,158,10,2
164148,150,41,2
164149,311,8,2
164150,403,48,2
164151,325,12,2
164152,346,35,2
164153,181,9,2
164154,227,7,2
164155,112,12,2
164156,381,30,2
164157,448,1,2
164158,277,36,2
164159,310,45,2
164160,102,25,2
164161,389,10,2
164162,448,30,2
164163,242,37,2
164164,354,14,2
164165,319,30,2
164166,491,8,2
164167,209,10,2
164168,104,29,2
164169,338,23,2
164170,133,25,2
164171,152,21,2
164172,119,32,2
164173,216,48,2
164174,325,22,2
164175,316,45,2
164176,249,29,2
164177,164,14,2
164178,406,36,2
164179,127,26,2
164180,269,34,2
164181,500,16,2
164182,226,42,2
164183,207,35,2
164184,198,23,2
164185,188,31,2
164186,269,42,2
164187,471,40,2
164188,431,27,2
164189,302,27,2
164190,451,1,2
164191,216,38,2
164192,302,10,2
164193,278,41,2
164194,443,34,2
164195,220,41,2
164196,219,6,2
164197,128,32,2
164198,314,32,2
164199,358,34,2
164200,128,4,2
164201,488,44,2
164202,482,20,2
164203,161,16,2
164204,287,5,2
164205,303,42,2
164206,137,27,2
164207,347,5,2
164208,367,31,2
164209,318,42,2
164210,405,32,2
164211,126,45,2
164212,395,47,2
164213,426,38,2
164214,249,6,2
164215,395,5,2
164216,327,42,2
164217,491,10,2
164218,311,45,2
164219,229,45,2
164220,141,23,2
164221,161,50,2
164222,356,48,2
164223,449,46,2
164224,366,41,2
164225,497,20,2
164226,350,50,2
164227,115,2,2
164228,377,42,2
164229,251,39,2
164230,251,4,2
164231,464,18,2
164232,351,1,2
164233,168,27,2
164234,117,11,2
164235,328,46,2
164236,302,42,2
164237,314,22,2
164238,385,15,2
164239,265,31,2
164240,349,7,2
164241,132,10,2
164242,428,36,2
164243,108,20,2
164244,348,46,2
164245,195,19,2
164246,149,34,2
164247,323,45,2
164248,194,22,2
164249,455,20,2
164250,153,15,2
164251,407,46,2
164252,299,38,2
164253,203,3,2
164254,221,5,2
164255,351,42,2
164256,401,49,2
164257,273,50,2
164258,176,14,2
164259,483,37,2
164260,123,48,2
164261,391,6,2
164262,192,39,2
164263,495,14,2
164264,314,22,2
164265,109,15,2
164266,138,31,2
164267,110,16,2
164268,331,25,2
164269,273,7,2
164270,285,22,2
164271,483,9,2
164272,144,15,2
164273,255,3,2
164274,427,35,2
164275,409,40,2
164276,495,14,2
164277,342,18,2
164278,269,23,2
164279,456,23,2
164280,419,22,2
164281,326,13,2
164282,227,5,2
164283,293,2,2
164284,418,34,2
164285,339,47,2
164286,325,6,2
164287,253,2,2
164288,235,25,2
164289,212,17,2
164290,246,27,2
164291,411,38,2
164292,148,30,2
164293,423,7,2
164294,185,24,2
164295,416,50,2
164296,485,24,2
164297,356,45,2
164298,440,36,2
164299,398,14,2
164300,275,1,2
164301,260,29,2
164302,183,38,2
164303,355,29,2
164304,245,38,2
164305,171,6,2
164306,167,13,2
164307,342,48,2
164308,173,7,2
164309,352,30,2
164310,334,21,2
164311,185,32,2
164312,488,30,2
164313,500,17,2
164314,335,28,2
164315,471,42,2
164316,215,27,2
164317,390,25,2
164318,215,45,2
164319,160,42,2
164320,236,14,2
164321,268,34,2
164322,276,4,2
164323,142,28,2
164324,337,38,2
164325,487,39,2
164326,121,11,2
164327,308,49,2
164328,212,44,2
164329,463,15,2
164330,146,1,2
164331,437,25,2
164332,444,5,2
164333,438,31,2
164334,422,18,2
164335,410,19,2
164336,340,50,2
164337,196,21,2
164338,453,40,2
164339,213,38,2
164340,311,36,2
164341,380,29,2
164342,243,32,2
164343,243,14,2
164344,352,4,2
164345,137,33,2
164346,474,19,2
164347,116,13,2
164348,102,16,2
164349,494,8,2
164350,357,20,2
164351,178,22,2
164352,338,26,2
164353,300,17,2
164354,338,6,2
164355,157,21,2
164356,257,7,2
164357,287,48,2
164358,256,37,2
164359,300,36,2
164360,432,22,2
164361,162,18,2
164362,376,8,2
164363,253,13,2
164364,438,4,2
164365,293,19,2
164366,402,6,2
164367,497,21,2
164368,125,48,2
164369,276,14,2
164370,301,21,2
164371,419,44,2
164372,291,16,2
164373,106,27,2
164374,173,48,2
164375,394,21,2
164376,115,35,2
164377,234,16,2
164378,130,45,2
164379,346,35,2
164380,306,26,2
164381,279,31,2
164382,159,43,2
164383,473,31,2
164384,213,29,2
164385,327,37,2
164386,237,9,2
164387,361,50,2
164388,402,41,2
164389,247,44,2
164390,415,27,2
164391,231,49,2
164392,422,16,2
164393,252,26,2
164394,216,37,2
164395,498,11,2
164396,172,5,2
164397,145,38,2
164398,269,35,2
164399,202,11,2
164400,463,49,2
164401,448,11,2
164402,262,10,2
164403,297,5,2
164404,193,48,2
164405,477,47,2
164406,472,37,2
164407,189,35,2
164408,166,40,2
164409,465,4,2
164410,215,5,2
164411,223,4,2
164412,481,24,2
164413,202,50,2
164414,284,14,2
164415,396,16,2
164416,247,15,2
164417,352,14,2
164418,138,42,2
164419,352,45,2
164420,489,13,2
164421,352,45,2
164422,162,27,2
164423,325,45,2
164424,220,19,2
164425,432,20,2
164426,319,35,2
164427,266,44,2
164428,430,48,2
164429,307,23,2
164430,385,35,2
164431,320,14,2
164432,433,33,2
164433,497,45,2
164434,221,29,2
164435,468,41,2
164436,403,33,2
164437,124,24,2
164438,293,19,2
164439,202,50,2
164440,159,26,2
164441,311,43,2
164442,165,28,2
164443,286,39,2
164444,497,36,2
164445,417,3,2
164446,236,32,2
164447,215,42,2
164448,188,8,2
164449,477,10,2
164450,361,8,2
164451,205,27,2
164452,337,29,2
164453,208,35,2
164454,362,45,2
164455,425,5,2
164456,266,25,2
164457,394,19,2
164458,454,21,2
164459,164,16,2
164460,346,8,2
164461,224,33,2
164462,425,41,2
164463,318,44,2
164464,281,11,2
164465,116,20,2
164466,307,6,2
164467,394,24,2
164468,419,25,2
164469,201,7,2
164470,226,9,2
164471,385,13,2
164472,484,6,2
164473,411,9,2
164474,405,40,2
164475,397,8,2
164476,444,10,2
164477,468,6,2
164478,247,2,2
164479,157,36,2
164480,227,13,2
164481,147,47,2
164482,422,44,2
164483,367,37,2
164484,335,31,2
164485,360,17,2
164486,177,15,2
164487,484,8,2
164488,452,24,2
164489,345,6,2
164490,303,7,2
164491,215,5,2
164492,340,33,2
164493,338,6,2
164494,478,11,2
164495,492,7,2
164496,499,9,2
164497,369,22,2
164498,144,24,2
164499,399,23,2
164500,378,48,2
164501,491,18,2
164502,425,25,2
164503,111,42,2
164504,138,46,2
164505,258,8,2
164506,387,45,2
164507,183,1,2
164508,230,47,2
164509,430,32,2
164510,234,27,2
164511,358,27,2
164512,282,18,2
164513,439,44,2
164514,295,18,2
164515,222,11,2
164516,224,30,2
164517,301,33,2
164518,445,16,2
164519,403,29,2
164520,417,47,2
164521,222,14,2
164522,235,6,2
164523,178,16,2
164524,497,29,2
164525,452,45,2
164526,306,11,2
164527,225,38,2
164528,292,19,2
164529,272,35,2
164530,181,22,2
164531,446,11,2
164532,132,36,2
164533,493,13,2
164534,220,44,2
164535,300,14,2
164536,110,31,2
164537,183,40,2
164538,226,45,2
164539,370,33,2
164540,252,28,2
164541,327,21,2
164542,390,47,2
164543,249,31,2
164544,464,50,2
164545,197,44,2
164546,202,37,2
164547,160,45,2
164548,112,35,2
164549,406,2,2
164550,372,25,2
164551,458,42,2
164552,340,33,2
164553,383,18,2
164554,177,11,2
164555,399,12,2
164556,450,40,2
164557,122,19,2
164558,115,12,2
164559,273,30,2
164560,248,36,2
164561,274,1,2
164562,259,38,2
164563,211,26,2
164564,131,49,2
164565,393,11,2
164566,449,27,2
164567,344,14,2
164568,468,17,2
164569,291,12,2
164570,255,11,2
164571,139,3,2
164572,131,21,2
164573,258,6,2
164574,500,22,2
164575,488,12,2
164576,323,41,2
164577,139,6,2
164578,491,28,2
164579,341,38,2
164580,181,8,2
164581,276,50,2
164582,418,43,2
164583,371,11,2
164584,237,3,2
164585,300,49,2
164586,408,31,2
164587,267,25,2
164588,450,45,2
164589,454,27,2
164590,379,2,2
164591,245,10,2
164592,494,18,2
164593,429,47,2
164594,100,18,2
164595,397,17,2
164596,159,17,2
164597,235,4,2
164598,439,33,2
164599,318,26,2
164600,205,17,2
164601,274,5,2
164602,422,35,2
164603,335,22,2
164604,334,37,2
164605,308,29,2
164606,207,21,2
164607,324,35,2
164608,446,9,2
164609,471,27,2
164610,146,50,2
164611,139,38,2
164612,281,7,2
164613,285,12,2
164614,305,23,2
164615,366,20,2
164616,141,17,2
164617,356,41,2
164618,171,42,2
164619,480,48,2
164620,413,20,2
164621,463,2,2
164622,401,38,2
164623,241,28,2
164624,291,11,2
164625,123,5,2
164626,310,38,2
164627,340,32,2
164628,363,23,2
164629,293,31,2
164630,212,14,2
164631,337,3,2
164632,101,39,2
164633,239,20,2
164634,238,50,2
164635,467,21,2
164636,243,5,2
164637,360,37,2
164638,288,46,2
164639,298,49,2
164640,209,20,2
164641,240,25,2
164642,352,28,2
164643,379,16,2
164644,421,35,2
164645,158,39,2
164646,143,47,2
164647,318,47,2
164648,277,48,2
164649,300,38,2
164650,474,11,2
164651,374,20,2
164652,432,13,2
164653,227,11,2
164654,354,16,2
164655,267,19,2
164656,281,10,2
164657,243,31,2
164658,360,41,2
164659,362,4,2
164660,442,7,2
164661,202,47,2
164662,319,44,2
164663,339,18,2
164664,390,49,2
164665,229,24,2
164666,232,48,2
164667,150,39,2
164668,200,42,2
164669,352,5,2
164670,455,45,2
164671,118,28,2
164672,363,42,2
164673,492,25,2
164674,345,34,2
164675,292,43,2
164676,191,7,2
164677,157,12,2
164678,352,35,2
164679,164,6,2
164680,348,26,2
164681,300,22,2
164682,450,44,2
164683,471,1,2
164684,204,35,2
164685,321,17,2
164686,497,21,2
164687,232,17,2
164688,189,28,2
164689,198,7,2
164690,497,43,2
164691,403,30,2
164692,273,39,2
164693,168,44,2
164694,276,25,2
164695,161,20,2
164696,374,14,2
164697,112,37,2
164698,234,6,2
164699,462,14,2
164700,417,13,2
164701,275,29,2
164702,413,39,2
164703,353,36,2
164704,305,22,2
164705,214,48,2
164706,226,34,2
164707,232,16,2
164708,443,23,2
164709,222,43,2
164710,241,21,2
164711,374,29,2
164712,493,36,2
164713,493,49,2
164714,299,43,2
164715,432,21,2
164716,437,37,2
164717,157,4,2
164718,143,17,2
164719,367,29,2
164720,276,20,2
164721,145,34,2
164722,248,34,2
164723,382,41,2
164724,322,15,2
164725,190,24,2
164726,223,37,2
164727,275,43,2
164728,213,49,2
164729,124,19,2
164730,433,19,2
164731,199,17,2
164732,307,10,2
164733,155,21,2
164734,301,18,2
164735,326,33,2
164736,450,15,2
164737,440,17,2
164738,331,27,2
164739,312,13,2
164740,180,14,2
164741,280,50,2
164742,206,20,2
164743,459,25,2
164744,374,40,2
164745,474,31,2
164746,264,37,2
164747,282,6,2
164748,263,9,2
164749,215,49,2
164750,188,15,2
164751,209,37,2
164752,318,15,2
164753,495,15,2
164754,221,21,2
164755,284,29,2
164756,337,14,2
164757,212,36,2
164758,212,35,2
164759,136,40,2
164760,260,19,2
164761,391,8,2
164762,226,49,2
164763,159,46,2
164764,149,6,2
164765,455,7,2
164766,481,1,2
164767,403,32,2
164768,237,38,2
164769,240,7,2
164770,114,43,2
164771,489,37,2
164772,472,25,2
164773,315,32,2
164774,294,4,2
164775,141,40,2
164776,318,32,2
